id,name,pure_name,internal_id,nickname,official_url,resplendent_url,resplendent_costume,resplendent_date,skills,skill_rarity,sex,release_date,thumb,english_name,epithet,english_epithet,description,origin,how_to_get,type,weapon_type,move_type,illustrator,cv,special_type,duo_skill,is_distributed,resplendent,rarity,rarity3,strength,weekness,recommend,hp_5,atk_5,spd_5,def_5,res_5,hp_5_lv1,atk_5_lv1,spd_5_lv1,def_5_lv1,res_5_lv1,style
1139,"響心ミカヤ","|ミカヤ|","",,https://guide.fire-emblem-heroes.com/09001001001102-2/,"","",,"|暁星の輝き|癒しの乙女|生命の業火静水3|ユンヌの見守り|攻撃魔防の十字牽制|響・遠影|",,"女",2024-06-07,EchoMicaiah-Icon.png,Micaiah,"暁に想う巫女","Dawning Maiden","予知能力や人の心を読む力で人々を救う少女。義賊【暁の団】の一員として活動する。(登場:『ファイアーエムブレム暁の女神』)","暁の女神","響心英雄","緑","緑魔","飛行",|ne-on|,"|桑谷夏子|","|響心|","",,,,"星5",,,,40,47,16,30,46,18,8,3,8,13,""
1140,"ジェルド","|ジェルド|","",,https://guide.fire-emblem-heroes.com/09009050001106-2/,"","",,"|見切り追撃の槍+|竜穿|生命の疾風3|鼓動の幻煙3|","|見切り追撃の槍+:5|竜穿:4|生命の疾風3:4|鼓動の幻煙3:5|","男",2024-06-08,Jarod-Icon.png,Jarod,"ネヴァサ駐屯軍の将","Nevassa General","ベグニオン帝国から派遣された、ネヴァサ駐屯軍の将。総督のヌミダ公を後ろ楯に、苛烈な支配を敷いた。(登場:『ファイアーエムブレム暁の女神』)","暁の女神","大英雄戦","青","槍","歩行","|田野きの太|",,,"",,,,"星4|星3",,,,42,46,44,34,27,18,7,11,12,8,""
1141,"水着ネルトゥス","|ネルトゥス|","",,https://guide.fire-emblem-heroes.com/00007011001108-2/,"","",,"|地の女神の溺愛|竜穿|攻撃速さの突破|日に育ち地に満ちる|獣の威嚇|",,"女",2024-06-17,SummerNerpuz-Icon.png,"Nerþuz","人の子との夏","Beach Chaperone","大地を司る光の国ヴァナの女神。かわいい人の子と触れ合おうと海に降臨する。","ヒーローズ","超英雄","緑","緑獣","騎馬","|煎茶|","|日高のり子|",,"",,,,"星5",,,,40,46,47,33,19,18,13,8,9,4,""
1142,"水着フリーズ","|フリーズ|","",,https://guide.fire-emblem-heroes.com/10002003001110-2/,"","",,"|荒波制す氷王の槍|緋炎|氷王の封印|守備の波・奇数4|",,"男",2024-06-17,SummerHrid-Icon.png,Hrid,"楽園の氷王子","Island Ice Prince","氷の国ニフルの王子でフィヨルムたちの兄。南国の夏の行楽を初体験する。","ヒーローズ","超英雄","青","槍","騎馬",|argon|,"|松岡禎丞|",,"",,,,"星5",,,,40,47,27,47,24,18,8,5,14,7,""
1143,"水着オリヴィエ","|オリヴィエ|","",,https://guide.fire-emblem-heroes.com/10003004001109-2/,"","",,"|南国の楽器+|踊る|攻撃速さの遠影3|攻撃速さの牽制3|","|南国の楽器+:5|踊る:4|攻撃速さの遠影3:5|攻撃速さの牽制3:4|","女",2024-06-17,SummerOlivia-Icon.png,Olivia,"心躍る波","Wavecrest Dancer","イーリス大陸出身の踊り子。魅惑の水着に身を包み、夏を満喫する。(登場：『ファイアーエムブレム　覚醒』)","覚醒","超英雄","無","無魔","飛行","|切符|","|松嵜麗|",,"",,,,"星5|星4",,,,37,40,45,21,25,15,5,15,4,3,""
1144,"水着グルヴェイグ","|グルヴェイグ|セイズ|","比翼グルヴェイグ",,https://guide.fire-emblem-heroes.com/00007002001107-2/,"","",,"|魔女と女神の夏光|時と光|鬼神飛燕の炎撃|速さ魔防の遠影4|速さの波・奇数4|",,"女|女",2024-06-17,SummerGullveig-Icon.png,Gullveig,"輝ける海へ","Glittering Sunlight","光の女神セイズと黄金の魔女グルヴェイグ。夏の海で二人の心が重なる。","ヒーローズ","超英雄","赤","赤魔","騎馬","|四々九|","|三森すずこ|羊宮妃那|","|比翼|死闘205|","自分を行動可能にする(現在のターン中に自分が戦闘を行っている時のみ発動可能)",,,,"星5",,,,40,46,47,24,17,18,11,8,7,4,""
1145,"水着ヴェイク","|ヴェイク|","",,https://guide.fire-emblem-heroes.com/00001011001111-2/,"","",,"|南国のほら貝+|ぶちかまし|攻撃守備の秘奥3|攻撃守備の連携3|","|南国のほら貝+:5|ぶちかまし:3|攻撃守備の秘奥3:5|攻撃守備の連携3:4|","男",2024-06-17,SummerVaike-Icon.png,Vaike,"常夏の腕自慢","Sunbaked Stunner","クロムをライバル視する熱血漢。夏の海をより熱く盛り上げる。(登場:『ファイアーエムブレム覚醒』)","覚醒","戦渦の連戦","緑","斧","歩行","|さいのすけ|","|遠藤大輔|",,"",,,,"星5|星4",,,,46,47,33,42,24,20,12,7,12,5,""
1146,"エイクスルニル(敵)","|エイクスルニル|","",,"","","",,"|体の葬り手の角|",,"男",2024-06-07,Eikpyrnir-Icon.png,"Eikþyrnir","体の葬り手","Quieting Strength","世界樹ユグドラシルの【癒し手】。肉体を鍛えて、病や怪我を防ぐという信念を持つ。","ヒーローズ","","無","獣","騎馬","|コザキユースケ|","|武内駿輔|",,"",,,,"",,,,45,47,16,47,30,21,12,3,8,8,""
1147,"紋章士セリカ","|セリカ|","",,https://guide.fire-emblem-heroes.com/02002001001112-2/,"","",,"|慈愛の王女の魔力|ワープライナ|限界死線|共鳴の黒魔法4|歩行の見切り追撃4|",,"女",2024-06-28,EngageCelica-Icon.png,Celica,"響きの紋章士","Of Echoes","エレオス大陸に顕現した紋章士のひとり。「慈愛の王女の指輪」に宿る。(登場:『Echoes・エンゲージ』)","エンゲージ|Echoes","紋章士英雄","青","青魔","歩行","|麻谷知世|","|東山奈央|","|紋章士|","奥義発動カウントの最大値×4を奥義ダメージに加算(範囲奥義を除く)<br>周囲5マス以内にいる敵から自分の射程分離れたマスのうち、自分から最も近いマスに移動可能(敵ごとに判定、その最も近いマスについて、自分が移動できない地形の場合は移動できない)",,,,"星5",,,,45,46,46,21,24,19,7,13,8,5,""
1148,"水着リュール","|リュール女|","",,https://guide.fire-emblem-heroes.com/14001002001114-2/,"","",,"|海水浴の体術|絆・神竜破|速さ魔防の秘奥4|見切り・反撃不可4|竜の魔防の波・偶|",,"女",2024-07-05,SummerAlear-Icon.png,"Seaside Dragon","海辺の神竜",Alear,"千年の眠りから目覚めた神竜。海で泳ぐのは、記憶にある限り初めて。(登場：『ファイアーエムブレムエンゲージ』)","エンゲージ","超英雄","無","無竜","歩行","|いちかわはる|","|遠藤綾|",,"",,,,"星5",,,,39,42,47,32,38,15,12,12,4,5,""
1149,"水着ペトラ","|ペトラ|","",,https://guide.fire-emblem-heroes.com/12002008001116-2/,"","",,"|波間の欠片の鋭弓|狙撃|攻め立て4|速さ守備の十字牽制|",,"女",2024-07-05,SummerPetra-Icon.png,Petra,"異境の太陽","Faraway Sun","フォドラ西方にあるブリギット諸島の姫。水着姿でアスク王国の夏を楽しむ。(登場:『ファイアーエムブレム風花雪月』)","風花雪月","超英雄","赤","赤弓","飛行","|よし男|","|石上静香|",,"",,,,"星5",,,,40,45,47,28,24,18,12,8,6,7,""
1150,"水着クラン","|クラン|","",,https://guide.fire-emblem-heroes.com/14001005001115-2/,"","",,"|小さなスコップ+|月虹|攻撃速さの秘奥3|速さ守備の拍節3|","|小さなスコップ+:5|月虹:4|攻撃速さの秘奥3:4|速さ守備の拍節3:5|","男",2024-07-05,SummerClanne-Icon.png,"Summer Fan","夏の推しも尊い",Clanne,"三十三代目、竜の守り人。夏場の神竜様を目に焼き付けたい。(登場:『ファイアーエムブレムエンゲージ』)","エンゲージ","超英雄","無","暗器","歩行",|Tobi|,"|天崎滉平|",,"",,,,"星5|星4",,,,38,40,46,19,45,16,10,11,4,12,""
1151,"水着ゴルドマリー","|ゴルドマリー|ベルナデッタ|","双界ゴルドマリー",,https://guide.fire-emblem-heroes.com/14004007001113-2/,"","",,"|耳目集める二人の傘|神速回避|攻撃速さの秘奥4|不動4|近間の攻撃の波・偶|",,"女|女",2024-07-05,SummerGoldmary-Icon.png,Goldmary,"砂浜の恐縮女神","Coy Beach Divas","イルシオン王国とアドラステア帝国から夏の女神達が降臨。双方違う意味で恐縮しきり。(『ファイアーエムブレムエンゲージ・風花雪月』)","エンゲージ|風花雪月","超英雄","青","槍","歩行",|cuboon|,"|高森奈津美|辻あゆみ|","|双界|","自分と同じ出典の味方と、自分自身に守備、魔防+6、【双界効果・盾】、【強化増幅】、【防壁】の状態を付与(1ターン)",,,,"星5",,,,40,44,46,47,16,18,14,13,8,3,""
1152,"水着ドゥドゥー","|ドゥドゥー|","",,https://guide.fire-emblem-heroes.com/12003002001117-2/,"","",,"|錨の斧+|大盾|不壊3|守備の波・偶数3|","|錨の斧+:5|大盾:4|不壊3:5|守備の波・偶数3:4|","男",2024-07-05,SummerDedue-Icon.png,Dedue,"浜辺の屈強従者","Loyal Life Guard","ディミトリを支える従者。アスク王国の海であってもその忠誠心はあ変わらない。(登場:『ファイアーエムブレム風花雪月』)","風花雪月","戦渦の連戦","緑","斧","歩行","|北千里|","|高橋英則|",,"",,,,"星5|星4",,,,45,46,20,47,35,21,11,5,8,11,""
1153,"ニザヴェリル(敵)","|ニザヴェリル|","ニザヴェリル",,"","","",,"|ニザヴェリルの弩弓|",,"男",2024-07-05,Nioavellir-Icon.png,"Niðavellir","建国王","Founding King","ニザヴェリル王国の初代国王。巨人族から独立を勝ち取った。","ヒーローズ","","無","弓","騎馬","|Daisuke Izuka|","|三上哲|",,"",,,,"",,,,40,45,47,27,21,18,12,8,5,6,""
1154,"開花アメリア","|アメリア|","",,https://guide.fire-emblem-heroes.com/07003021001119-2/,"","",,"|グラドの将の重槍|重装の聖炎|黒曜石の教え|慧敏隊形|刃の護り手・遠間3|",,"女",2024-07-16,AscendedAmelia-Icon.png,Amelia,"花開く才能","Blossoming Talent","グラド帝国のシルバ村出身の兵士。<br>デュッセル将軍に師事し、めきめきと力をつけた。(登場:『ファイアーエムブレム聖魔の光石』)","聖魔の光石","ガチャ","青","槍","重装",|kiyu|,"|永野愛|","|開花|","",,,,"星5",,,,45,46,46,37,33,19,7,13,4,9,""
1155,"フォルデ","|フォルデ|","",,https://guide.fire-emblem-heroes.com/07001005001121-2/,"","",,"|奔放なる風の剣|月光|速さ守備の連帯|速さ守備の近影4|",,"男",2024-07-16,Forde-Icon.png,Forde,"奔放の騎士","Unfettered Knight","ルネス騎士団の一員で、エフラム直属の騎士。とらえどころのない性格で、戦場でも飄々としている。(登場:『ファイアーエムブレム聖魔の光石』)","聖魔の光石","ガチャ","赤","剣","騎馬","|鳴瀬うろこ|","|川原慶久|",,"",,,,"星5",,,,40,45,45,37,18,18,12,15,4,3,""
1156,"ニザヴェリル","|ニザヴェリル|","",,https://guide.fire-emblem-heroes.com/00005000501122-2/,"","",,"|ニザヴェリルの弩弓|烈雷|限界死線|守備魔防封じ3|",,"男",2024-07-16,Nioavellir-Icon.png,"Niðavellir","建国王","Founding King","ニザヴェリル王国の初代国王。巨人族から独立を勝ち取った。","ヒーローズ","ガチャ","無","弓","騎馬","|Daisuke Izuka|","|三上哲|",,"",,,,"星5",,,,40,45,47,27,21,18,12,8,5,6,""
1157,"響心エイリーク","|エイリーク|","",,https://guide.fire-emblem-heroes.com/07001001001118-2/,"","",,"|優しさと強さの絆斧|陣風|遠反・強化増幅|華月の腕輪・先|始まりの鼓動4|響・見切り反撃不可|",,"女",2024-07-16,AttunedEirika-Icon.png,Eirika,"優しき決意の王女","Resolute Princess","心優しく気品高い、ルネス王国の王女。双子の兄エフラムと共に、国と世界の危機に立ち向かう。(登場:『ファイアーエムブレム聖魔の光石』)","聖魔の光石","響心英雄","緑","斧","歩行","|azuタロウ|","|水橋かおり|","|響心|","",,,,"星5",,,,40,44,47,35,27,18,11,8,11,8,""
1158,"カイル","|カイル|","",,https://guide.fire-emblem-heroes.com/07001004001120-2/,"","",,"|追撃の槍+|引き戻し|攻撃守備の激突3|攻撃守備の干渉3|","|追撃の槍+:5|引き戻し:3|攻撃守備の激突3:5|攻撃守備の干渉3:4|","男",2024-07-16,Kyle-Icon.png,Kyle,"情熱の騎士","Zealous Knight","ルネス騎士団の一員で、エフラム直属の騎士。生真面目な性格をしており、厳格さで知られる。(登場:『ファイアーエムブレム聖魔の光石』)","聖魔の光石","ガチャ","青","槍","騎馬",|motsutsu|,"|泰勇気|",,"",,,,"星4|星3",,,,41,47,31,45,21,19,8,9,12,4,""
1159,"グレン","|グレン|","",,https://guide.fire-emblem-heroes.com/07003004001123-2/,"","",,"|日長石の剣|華炎|飛竜行空3|飛行の先導3|","|日長石の剣:5|華炎:4|飛竜行空3:4|飛行の先導3:5|","男",2024-07-17,Glen-Icon.png,Glen,"日長石",Sunstone,"グラド帝国が誇る六将軍の一人。帝国三騎【日長石】の異名をもつ竜騎士。(登場:『ファイアーエムブレム聖魔の光石』)","聖魔の光石","大英雄戦","赤","剣","飛行","|п猫R|","|山中真尋|",,"",,,,"星4|星3",,,,43,45,34,47,20,19,12,10,8,5,""
1160,"ヘイズルーン","|ヘイズルーン|","",,https://guide.fire-emblem-heroes.com/00008004001124-2/,"","",,"|蜜の癒し手の角|聖盾|堅牢城塞|攻撃守備の防壁4|神獣の蜜|",,"女",2024-07-26,Heiorun-Icon.png,"Heiðrún","蜜の癒し手","Healing Nectar","世界樹ユグドラシルの【癒し手】。生み出す蜜は、病や毒を癒す薬となる。","ヒーローズ","神階英雄ガチャ","緑","緑獣","歩行","|コザキユースケ|","|上坂すみれ|","|神階理|枠追加|Hp5_Res5|","",,,,"星5",,,,40,45,16,45,47,18,15,3,12,8,""
1161,"エイクスルニル","|エイクスルニル|","",,https://guide.fire-emblem-heroes.com/00008005001125-2/,"","",,"|体の葬り手の角|猛獣|攻撃守備の突破|神獣の肉体|獣の威嚇|",,"男",2024-07-26,Eikpyrnir-Icon.png,"Eikþyrnir","体の葬り手","Quieting Strength","世界樹ユグドラシルの【癒し手】。肉体を鍛えて、病や怪我を防ぐという信念を持つ。","ヒーローズ","神階英雄ガチャ","無","獣","騎馬","|コザキユースケ|","|武内駿輔|","|神階天|枠追加|Hp5_Def5|","",,,,"星5",,,,45,47,16,47,30,21,12,3,8,8,""
1162,"浴衣ワユ","|ワユ|","",,https://guide.fire-emblem-heroes.com/08001011001127-2/,"","",,"|意気軒昂の夏祭の斧|月光|速さ守備の備え4|天馬裂空|攻速牽制・運び手|",,"女",2024-08-07,YukataMia-Icon.png?1,Mia,"一刀両断夏祭り","Summer Slice","","蒼炎の軌跡","超英雄","緑","斧","飛行",|kainown|,"|浅川悠|",,"",,,,"星5",,,,38,42,47,27,35,16,9,17,5,7,""
1163,"浴衣ルキノ","|ルキノ|","",,https://guide.fire-emblem-heroes.com/08002002001128-2/,"","",,"|清風明月の夏祭の槍|速さの大応援+|攻撃速さの防壁4|再移動制限・不惑|",,"女",2024-08-07,YukataLucia-Icon.png,Lucia,"浴衣に宿す忠節","Loyalty Enrobed","","蒼炎の軌跡","超英雄","青","槍","歩行","|鈴木理華|","|田中理恵|",,"",,,,"星5",,,,41,42,46,30,34,19,12,13,4,8,""
1164,"浴衣レオン","|レオン|","",,https://guide.fire-emblem-heroes.com/11005008001129-2/,"","",,"|夏野菜の桶+|氷華|止水3|不治の幻煙3|","|夏野菜の桶+:5|氷華:4|止水3:4|不治の幻煙3:5|","男",2024-08-07,YukataLeo-Icon.png,Leo,"絆を繋ぐ祭り","Festival Bonds","",if,"超英雄","無","無魔","騎馬",|Dd|,"|宮野真守|",,"",,,,"星5|星4",,,,37,46,27,18,46,15,7,8,5,13,""
1165,"浴衣ネフェニー","|ネフェニー|サクラ|","",,https://guide.fire-emblem-heroes.com/08003001001126-2/,"","",,"|人見知りの縁の祭器|月虹|攻撃速さの制空|共鳴の黒魔法4|速さ魔防の十字牽制|",,"女|女",2024-08-07,YukataNephenee-Icon.png,Nephenee,"祭囃子に心を重ね","Festival Harmony","","蒼炎の軌跡|if","超英雄","赤","赤魔","飛行","|あんべよしろう|","|大本眞基子|金元寿子|","|双界|","自分と同じ出典の味方と、自分自身に攻撃、速さ+6(1ターン)、【双界効果·刃】、「移動+1」(1ターン、重複しない)の状態を付与、【不利な状態異常】を解除",,,,"星5",,,,45,45,47,21,20,19,10,8,6,7,""
1166,"浴衣タクミ","|タクミ|","",,https://guide.fire-emblem-heroes.com/11002009001130-2/,"","",,"|射的の弓+|体当たり|守備魔防の干渉3|攻撃速さの奮起3|","|射的の弓+:5|体当たり:4|守備魔防の干渉3:5|攻撃速さの奮起3:4|","男",2024-08-07,YukataTakumi-Icon.png,Takumi,"花火に願う未来","Wishful Spark","",if,"戦渦の連戦","無","弓","騎馬","|在由子|","|梶裕貴|",,"",,,,"星5|星4",,,,40,42,46,28,23,18,12,11,4,4,""
1167,"総選挙アルフォンス","|アルフォンス|","",,https://guide.fire-emblem-heroes.com/00001001001133-2/,"","",,"|王斧グリトニル|王器|野戦築城|一新|生の息吹4|",,"男",2024-08-16,BraveAlfonse-Icon.png,Alfonse,"開かれし未来へ","Heir to Openness","","ヒーローズ","ガチャ","緑","斧","騎馬","|ニジハヤシ|","|鈴木達央|",,"",,,,"星5",,,,41,46,16,47,40,19,7,3,14,10,""
1168,"総選挙フェリクス","|フェリクス|","",,https://guide.fire-emblem-heroes.com/12003003001134-2/,"","",,"|錬磨サンダーソード|陣風|攻撃速さの突破|一匹狼|迅雷風烈・無極|",,"男",2024-08-16,BraveFelix-Icon.png,Felix,"ファーガスの剣鬼","Sword Savant","","風花雪月","ガチャ","赤","剣","歩行",|lack|,"|帆世雄一|",,"",,,,"星5",,,,40,47,48,35,29,18,14,9,9,7,""
1169,"総選挙ルフレ(女)","|ルフレ女|","",,https://guide.fire-emblem-heroes.com/10001003001132-2/,"","",,"|聖王の参謀の術書|陽光|攻撃速さの秘奥4|読み通りです!|開闢の鼓動|",,"女",2024-08-16,BraveRobin-Icon.png,Robin,"聖王の懐刀","Exalt's Right Hand","","覚醒","ガチャ","無","無魔","歩行","|ワダサチコ|","|沢城みゆき|",,"",,,,"星5",,,,40,45,47,30,26,18,12,8,8,7,""
1170,"総選挙ベルナデッタ","|ベルナデッタ|","",,https://guide.fire-emblem-heroes.com/12002006001131-2/,"","",,"|尽きざるもの|曲射|攻撃速さの備え4|理の蛇毒|被害妄想|",,"女",2024-08-16,BraveBernadetta-Icon.png,Bernadetta,"深窓の籠もり人","Sheltered Loner","","風花雪月","ガチャ","青","青弓","騎馬","|ゲソきんぐ|","|辻あゆみ|",,"",,,,"星5",,,,40,45,48,24,28,18,12,9,5,6,""
1171,"パネトネ","|パネトネ|","",,https://guide.fire-emblem-heroes.com/14005004001135-2/,"","",,"|ベルセルクの斧|竜穿|生命の業火3|恐慌の幻煙3|","|ベルセルクの斧:5|竜穿:4|生命の業火3:4|恐慌の幻煙3:5|","女",2024-08-17,Panette-Icon.png,Panette,"御喧嘩上等","Classy Brawler","ソルム王国の王城戦士。ミスティラの臣下。風変わりで言葉遣いのやたら丁寧な淑女。(登場:『ファイアーエムブレムエンゲージ』)","エンゲージ","大英雄戦","緑","斧","歩行","|ネコモチ|","|首藤志奈|",,"",,,,"星4|星3",,,,49,48,41,35,24,21,9,11,11,5,""
1172,"レーラズ(敵)","|レーラズ|","レーラズ",,"","","",,"|心の葬り手の枝|",,"男",2024-08-16,Laeraor-Icon.png,"Læraðr","心の葬り手","Quieting Heart","世界樹ユグドラシルの【癒し手】の長。人に心を植えつけることができる。","ヒーローズ","","無","獣","重装","|コザキユースケ|","|山崎たくみ|",,"",,,,"",,,,50,48,17,44,48,24,13,4,11,9,""
1173,"伝承シェズ(男)","|シェズ男|","",,https://guide.fire-emblem-heroes.com/12011001001136-2/,"","",,"|修羅の双刃|破天|攻撃速さの秘奥4|無間の瞬動|鼓動の暗煙|",,"男",2024-08-30,LegendaryShezM-Icon.png,Shez,"双剣の戦鬼","Dual Sword Master","","無双 風花雪月","伝承英雄ガチャ","赤","赤暗器","歩行","|柊暁生|","|畠中祐|","|伝承風|死闘205|ダブル|Hp3_Def4|","",,,,"星5",,,,41,47,47,32,27,19,12,8,10,5,""
1174,"氷部族フェリシア","|フェリシア|","",,https://guide.fire-emblem-heroes.com/11001005001140-2/,"","",,"|氷の部族の雪斧|月光|攻撃速さの突破|速さ魔防の近影4|速さの波・奇数4|",,"女",2024-09-06,IceFelicia-Icon.png,Felicia,"寒さに挫けぬ心","Confidently Cold","",if,"超英雄","緑","斧","騎馬","|河地りん|","|ささきのぞみ|",,"",,,,"星5",,,,41,43,47,35,24,19,8,8,11,7,""
1175,"氷部族ティト","|ティト|","",,https://guide.fire-emblem-heroes.com/05010014001138-2/,"","",,"|イリアの吹雪の剣|氷蒼|天馬裂空|先導の伝令・天4|",,"女",2024-09-06,IceThea-Icon.png,Thea,"雪風に舞う翼","Wings of Winter","","封印の剣","超英雄","赤","剣","飛行","|かかげ|","|村井かずさ|",,"",,,,"星5",,,,39,43,47,27,39,17,10,8,5,15,""
1176,"氷部族フローラ","|フローラ|","",,https://guide.fire-emblem-heroes.com/11007001001139-2/,"","",,"|氷の暗器+|氷華|攻撃魔防の機先3|罠解除3|",,"女",2024-09-06,IceFlora-Icon.png,Flora,"寒くても完璧",Polar-Perfect,"",if,"超英雄","無","暗器","騎馬","|久蒼穹|","|加隈亜衣|",,"",,,,"星5|星4",,,,40,47,21,31,46,18,8,4,9,11,""
1177,"氷部族フィヨルム","|フィヨルム|ニフル|","",,https://guide.fire-emblem-heroes.com/00002001001137-2/,"","",,"|ニフルの氷晶の槍|双氷の聖鏡|生命の疾風静水3|連盾隊形|刃の護り手・遠間3|",,"女|女",2024-09-06,IceFjorm-Icon.png,Fjorm,"煌めく双氷","Gleaming Ice Pair","","ヒーローズ","超英雄","青","槍","重装","|恒星ホリグチ|","|高橋李依|高橋李依|","|比翼|","自分のマスとその周囲2マス以内のマスに【天脈・氷】を付与(敵軍がいるマス。【天脈・氷】以外の破壊可能地形のマス、制圧戦のワープマスは除く)(2ターン)",,,,"星5",,,,43,42,47,35,40,21,12,8,13,7,""
1178,"氷部族ニルス","|ニルス|","",,https://guide.fire-emblem-heroes.com/06019001101141-2/,"","",,"|氷竜の竜石+|奏でる|魔防の魅了3|速さ魔防の紋章2|",,"男",2024-09-06,IceNils-Icon.png,Nils,"氷晶の調べ","Snowflake Melody","","烈火の剣","戦渦の連戦","青","青竜","歩行","|切符|",,,"",,,,"星5|星4",,,,40,35,43,30,40,18,5,13,6,7,""
1179,"響心ミスティラ","|ミスティラ|","",,https://guide.fire-emblem-heroes.com/14005002001142-2/,"","",,"|闘いの熱砂の槍|砂陣|速さ守備の秘奥4|不動4|生の息吹4|響・始まりの鼓動|",,"女",2024-09-17,AttunedTimerra-Icon.png,Timerra,"闘いの熱砂","Desert Warrior","自由の国、ソルム王国の第一王女。天真爛漫で、誰とでも気軽に接する。(登場：『ファイアーエムブレム エンゲージ』)","エンゲージ","響心英雄","青","槍","歩行","|創-taro|","|小清水亜美|","|響心|","",,,,"星5",,,,40,34,47,47,31,18,8,14,8,9,""
1180,"フォガート","|フォガート|","",,https://guide.fire-emblem-heroes.com/14005005001144-2/,"","",,"|自警団長の弓|月光|鬼神飛燕の炎撃|速さ守備の遠影4|",,"男",2024-09-17,Fogado-Icon.png,Fogado,"みんな大好き","Affable Prince","ソルム王国第一王子。ミスティラの弟。王族らしからぬ軽い性格の持ち主。(登場：『ファイアーエムブレム エンゲージ』)","エンゲージ","ガチャ","緑","緑弓","騎馬","|岡田学彌|",|KENN|,,"",,,,"星5",,,,38,45,47,25,30,16,12,8,6,8,""
1181,"メリン","|メリン|","",,https://guide.fire-emblem-heroes.com/14005003001145-2/,"","",,"|珍獣騎士の剣|引き戻し|速さ守備の連携4|近間の攻撃の波・偶|",,"女",2024-09-17,Merrin-Icon.png,Merrin,"麗しの珍獣騎士","Suave Kight","ソルム王国の王城騎士。ミスティラの臣下。爽やかで華やかな雰囲気を放つ麗人。(登場：『ファイアーエムブレム エンゲージ』)","エンゲージ","ガチャ","赤","剣","騎馬","|たん旦|","|森なな子|",,"",,,,"星5",,,,39,45,47,36,23,17,10,8,12,6,""
1182,"お供レギン","|レギン|","",,https://guide.fire-emblem-heroes.com/00005001001143-2/,"","",,"|ニザヴェリルの理槍|連魔弾|攻撃速さの突破|怒涛・キャンセル4|影助・引き戻し4|",,"女",2024-09-17,AidedReginn-Icon.png,Reginn,"小人の国の後継者","Dvergr Heir","ニザヴェリル王国の王女。未来の王女となるべく修行中。","ヒーローズ","お供英雄","青","槍","騎馬","|エシュアル|","|小原好美|","|お供|","",,,,"星5",,,,40,45,47,37,21,18,12,8,11,4,""
1183,"パンドロ","|パンドロ|","",,https://guide.fire-emblem-heroes.com/14005006001146-2/,"","",,"|サンクチュアリ+|セインツ+|業火静水の祝福|守備魔防の秘奥3|魔防の大紋章2|",,"男",2024-09-17,Pandreo-Icon.png,Pandreo,"パーティー聖者","Party Priest","ソルム王国の王城神官。フォガートの臣下。宴好きだが、信仰深い聖職者。(登場：『ファイアーエムブレム エンゲージ』)","エンゲージ","ガチャ","無","杖","歩行",|motsutsu|,"|大河元気|",,"",,,,"星4|星3",,,,40,43,40,18,47,18,10,12,5,8,""
1184,"マロン","|マロン|","",,https://guide.fire-emblem-heroes.com/14009006001147-2/,"","",,"|称賛の希求の大斧|華炎|攻撃守備の備え3|守備隊形3|",,"女",2024-09-18,Marni-Icon.png,Marni,"称賛の希求","Pining for Praise","四狗の一員。称賛を何よりも好む。他人を見下し、優越感に浸るのが悦び。(登場：『ファイアーエムブレム エンゲージ』)","エンゲージ","大英雄戦","緑","斧","重装","|遺伝子ひな|","|青木瑠璃子|",,"",,,,"星4|星3",,,,49,46,20,50,40,21,16,3,11,10,""
1185,"紋章士シグルド","|シグルド|","",,https://guide.fire-emblem-heroes.com/03001001001148-2/,"","",,"|聖騎士の槍|オーバードライヴ|攻撃守備の突破|助走4|不治の幻煙4|",,"男",2024-09-27,EmblemSigurd-Icon.png,Sigurd,"聖戦の紋章士","of the Holy War","","エンゲージ|聖戦の系譜","紋章士英雄","青","槍","騎馬","|ももぢる氏|","|森川智之|","|紋章士|","奥義発動時、攻撃した側の移動前と移動後のマスの距離(最大4)×2を奥義ダメージに加算<br>【再移動(○)】を発動可能<br>○は、自分の射程が1のときは3、そうでない時は2<br>ターン開始時、自分に「移動+1」を付与(1ターン、重複しない、射程2の騎馬を除く)",,,,"星5",,,,41,48,37,47,17,19,9,7,14,4,""
1186,"ハロウィンアスク","|アスク|","",,https://guide.fire-emblem-heroes.com/00006001001152-2/,"","",,"|開かれし祭の角|堅固なる獣|遠反・強化増幅|一新|人と神が繋がる世界|",,"男",2024-10-04,HalloweenAskr-Icon.png,Askr,"開かれし収穫祭","Open Harvest","","ヒーローズ","超英雄","無","獣","歩行","|西木あれく|","|黒田崇矢|",,"",,,,"星5",,,,42,48,16,48,45,18,15,3,9,12,""
1187,"ハロウィンレテ","|レテ|","",,https://guide.fire-emblem-heroes.com/09004005001151-2/,"","",,"|感謝の戦猫の爪牙|竜穿|攻撃速さの激突3|速さ守備の近影3|","|感謝の戦猫の爪牙:5|竜穿:4|攻撃速さの激突3:4|速さ守備の近影3:5|","女",2024-10-04,HalloweenLethe-Icon.png,Lethe,"戦士を支える実り","Cat Attack","","暁の女神","超英雄","青","青獣","騎馬","|雨傘ゆん|","|大空直美|",,"",,,,"星5|星4",,,,40,44,47,35,24,18,9,8,13,5,""
